airport,airline,air_cluster,frequency
LEBL,SDR,A320,8
LEBL,SDR,A319,1
LEBL,TVF,B738,49
LEBL,TVF,A320,2
LEBL,FDX,B752,33
LEBL,TGZ,E190,27
LEBL,LPE,B763,32
LEBL,NAX,B738,49
LEBL,NAX,B763,47
LEBL,NAX,A320,4
LEBL,TRA,B738,180
LEBL,TRA,B737,84
LEBL,LZB,E190,5
LEBL,LZB,A319,3
LEBL,BMS,B738,26
LEBL,BMS,B734,15
LEBL,SQP,B738,82
LEBL,TAY,B734,43
LEBL,EXS,B738,54
LEBL,EXS,B752,8
LEBL,CFE,E190,8
LEBL,FOO,A321,58
LEBL,FOO,A320,5
LEBL,AEE,A321,74
LEBL,AEE,A320,22
LEBL,ROJ,B737,4
LEBL,WLB,A320,6
LEBL,WLB,B737,1
LEBL,SBI,A321,54
LEBL,SBI,A319,16
LEBL,ACA,A332,55
LEBL,TVP,B738,16
LEBL,WJA,B763,25
LEBL,UTN,B763,24
LEBL,ANE,CRJX,14
LEBL,ANE,AT76,12
LEBL,TAM,B763,30
LEBL,RYS,B738,16
LEBL,NGT,B737,10
LEBL,MLD,A319,22
LEBL,MLD,E190,3
LEBL,MLD,A320,1
LEBL,TCX,A321,2
LEBL,CSA,B738,60
LEBL,CSA,B734,2
LEBL,CSA,B737,1
LEBL,ZZZ,B737,7
LEBL,ZZZ,E190,2
LEBL,ZZZ,A321,1
LEBL,FLI,A320,6
LEBL,FLI,A319,2
LEBL,CTN,A319,25
LEBL,CTN,CRJX,8
LEBL,HAT,B734,2
LEBL,LYP,B734,2
LEBL,FBG,AT43,2
LEBL,GJT,A320,8
LEBL,GJT,A319,1
LEBL,ADR,A319,5
LEBL,AIZ,B738,2
LEBL,AIZ,B763,1
LEBL,CJT,B763,1
LEBL,AUH,B738,1
LEBL,VPC,B737,3
LEBL,CRV,A319,2
LEBL,QTR,A332,2
LEBL,NMA,A320,4
LEBL,UAL,B763,1
LEBL,HBJ,A319,1
LEBL,NIA,A320,2
LEBL,FEG,B738,4
LEBL,SMC,A319,1
LEBL,RJD,A319,1
LEBL,NWS,B738,2
LEBL,GTI,B744,1
LTFM,THY,A321,8769
LTFM,THY,B738,7270
LTFM,THY,A332,1781
LTFM,THY,A320,1418
LTFM,THY,A319,1023
LTFM,THY,B737,189
LTFM,KKK,A321,852
LTFM,KKK,A320,340
LTFM,KKK,A319,118
LTFM,KKK,A332,82
LTFM,OHY,A320,484
LTFM,OHY,A321,117
LTFM,OHY,A332,81
LTFM,PGT,B738,274
LTFM,BRQ,B738,40
LTFM,BRQ,B734,11
LTFM,AHY,A320,63
LTFM,AHY,B752,21
LTFM,AHY,A319,12
LTFM,AHY,B763,11
LTFM,RAM,B738,13
LTFM,RAM,B763,1
LTFM,MEA,A320,96
LTFM,MEA,A332,74
LTFM,DLH,A320,136
LTFM,DLH,A321,36
LTFM,DAH,B738,135
LTFM,DAH,A332,19
LTFM,DAH,B737,8
LTFM,KAC,A332,16
LTFM,KZR,A320,91
LTFM,KZR,A321,6
LTFM,JZR,A320,53
LTFM,IAW,B738,103
LTFM,IAW,B744,24
LTFM,IAW,A332,9
LTFM,IAW,A321,5
LTFM,AFL,B738,150
LTFM,AFL,A320,124
LTFM,AFL,A321,2
LTFM,MSR,B738,76
LTFM,MSR,A320,20
LTFM,FBA,B737,77
LTFM,FBA,B738,1
LTFM,UJX,A320,41
LTFM,UJX,A319,6
LTFM,UJX,A321,2
LTFM,MLD,E190,34
LTFM,MLD,A319,21
LTFM,MLD,A321,1
LTFM,KLM,B737,36
LTFM,KLM,B738,13
LTFM,AEE,A319,120
LTFM,AEE,A320,61
LTFM,AEE,A321,2
LTFM,LAA,A332,35
LTFM,LAA,A320,11
LTFM,AFR,A320,48
LTFM,AFR,A321,7
LTFM,AFR,A319,3
LTFM,LWA,A319,97
LTFM,RJA,A319,35
LTFM,RJA,A320,35
LTFM,RJA,E190,22
LTFM,RJA,A321,10
LTFM,AUI,B738,161
LTFM,AUI,E190,2
LTFM,RIH,A320,19
LTFM,JAV,B734,32
LTFM,JAV,A320,18
LTFM,BAW,A320,81
LTFM,ETD,A332,41
LTFM,GFA,A320,4
LTFM,GFA,A332,1
LTFM,ROT,B737,12
LTFM,ROT,B738,3
LTFM,ABN,A319,108
LTFM,ABN,B738,2
LTFM,AAW,A320,31
LTFM,AAW,A332,4
LTFM,ETH,B738,50
LTFM,UZB,A320,14
LTFM,UZB,B752,10
LTFM,UZB,B763,8
LTFM,MSX,A332,15
LTFM,LBT,A320,32
LTFM,AVJ,A320,18
LTFM,VSV,B737,24
LTFM,TUA,B738,30
LTFM,TUA,B752,22
LTFM,SMR,B738,7
LTFM,DTH,B738,15
LTFM,AZG,B744,4
LTFM,TAR,A332,32
LTFM,TAR,A320,21
LTFM,TAR,A319,2
LTFM,QTR,A332,12
LTFM,IRA,A332,4
LTFM,ZZZ,A320,1
LTFM,ZZZ,B738,1
LTFM,ZZZ,A321,1
LTFM,ZZZ,A319,1
LTFM,FHY,A320,3
LTFM,CSC,A332,8
LTFM,BDR,B738,4
LTFM,OMA,B738,23
LTFM,KKL,A321,6
LTFM,KKL,A332,1
LTFM,JNK,A319,1
LTFM,LOT,E190,2
LTFM,SVA,A332,2
LTFM,FPM,B738,1
LTFM,AWC,B752,2
LTFM,BRU,B738,2
LTFM,GTI,B744,2
LTFM,ARN,B763,1
EDDM,DLH,A320,5957
EDDM,DLH,A321,2992
EDDM,DLH,A319,2484
EDDM,DLH,E190,69
EDDM,DLH,A332,56
EDDM,DLH,B738,1
EDDM,LGL,DH8D,150
EDDM,LGL,B738,2
EDDM,CFE,E190,141
EDDM,TUI,B738,408
EDDM,TUI,B737,6
EDDM,AEE,A320,222
EDDM,AEE,A321,52
EDDM,SAS,A320,14
EDDM,SAS,A319,11
EDDM,SAS,B738,8
EDDM,SAS,B737,6
EDDM,SAS,A321,4
EDDM,BAW,A319,175
EDDM,BAW,A320,81
EDDM,BAW,A321,59
EDDM,EWG,A319,1141
EDDM,EWG,A320,746
EDDM,EWG,DH8D,25
EDDM,EWG,A332,8
EDDM,THY,A321,101
EDDM,THY,B738,81
EDDM,THY,A332,52
EDDM,THY,A320,3
EDDM,EJU,A319,223
EDDM,EJU,A320,165
EDDM,SWR,E190,165
EDDM,SWR,A320,7
EDDM,SWR,A321,3
EDDM,IBK,B738,160
EDDM,AUA,A319,192
EDDM,AUA,A320,104
EDDM,AUA,A321,9
EDDM,AUA,DH8D,5
EDDM,CFG,A320,386
EDDM,CFG,A321,27
EDDM,CFG,B763,4
EDDM,SXS,B738,342
EDDM,SXS,A320,70
EDDM,SXS,A332,1
EDDM,EZY,A319,239
EDDM,EZY,A320,60
EDDM,UAL,B763,56
EDDM,CTN,DH8D,204
EDDM,CTN,A319,37
EDDM,CTN,A320,13
EDDM,ADR,A319,83
EDDM,KAY,A319,29
EDDM,AFL,A320,203
EDDM,AFL,B738,15
EDDM,AFL,A321,6
EDDM,KLM,B738,123
EDDM,KLM,E190,122
EDDM,KLM,B737,77
EDDM,LDM,B738,73
EDDM,LDM,A320,63
EDDM,DAL,B763,102
EDDM,AMC,A320,92
EDDM,AMC,A319,8
EDDM,AMC,B738,1
EDDM,ELY,B738,27
EDDM,IBE,A319,122
EDDM,IBE,A320,28
EDDM,IBE,A321,14
EDDM,AFR,A319,113
EDDM,AFR,A320,54
EDDM,AFR,A321,27
EDDM,GSW,A319,1
EDDM,FIN,A321,95
EDDM,FIN,A320,18
EDDM,FIN,A319,14
EDDM,NAX,B738,72
EDDM,AZA,A319,72
EDDM,AZA,A320,37
EDDM,AZA,A321,3
EDDM,PGT,B738,40
EDDM,PGT,A320,23
EDDM,AEA,B738,94
EDDM,MSR,B738,66
EDDM,CAI,B738,46
EDDM,CAI,A320,7
EDDM,OHY,A320,13
EDDM,OHY,A321,5
EDDM,OHY,A332,2
EDDM,VOE,A319,19
EDDM,ICE,B752,89
EDDM,ICE,B763,1
EDDM,EIN,A320,89
EDDM,BMS,B738,16
EDDM,SBI,A320,57
EDDM,SBI,A319,45
EDDM,SBI,A321,7
EDDM,VLG,A320,183
EDDM,RYR,B738,109
EDDM,BTI,DH8D,1
EDDM,TAY,B734,65
EDDM,TAY,B738,10
EDDM,GWI,A320,14
EDDM,GWI,A319,10
EDDM,GWI,A332,8
EDDM,ROT,B737,15
EDDM,ROT,B738,6
EDDM,ABW,B744,6
EDDM,SDM,A319,80
EDDM,DAH,B738,6
EDDM,ZZZ,E190,2
EDDM,ZZZ,A319,2
EDDM,ZZZ,B737,1
EDDM,ZZZ,A332,1
EDDM,AUI,B738,56
EDDM,TAP,A319,84
EDDM,TAP,A320,63
EDDM,TAP,A321,2
EDDM,TAR,A320,34
EDDM,TAR,A319,6
EDDM,IAW,A320,8
EDDM,AIZ,E190,2
EDDM,LOT,B734,19
EDDM,LOT,E190,7
EDDM,LOT,B738,6
EDDM,LOT,B737,5
EDDM,LOT,A319,2
EDDM,MSC,A320,17
EDDM,CXI,B738,39
EDDM,CXI,A320,2
EDDM,VAW,A321,10
EDDM,VAW,A320,5
EDDM,OMA,A332,5
EDDM,ISR,A320,8
EDDM,LMU,A332,9
EDDM,LMU,A320,1
EDDM,RJA,A320,14
EDDM,RJA,A319,7
EDDM,RJA,A321,2
EDDM,RJA,E190,1
EDDM,RAM,B737,7
EDDM,RAM,E190,6
EDDM,RAM,B738,1
EDDM,MAC,A320,8
EDDM,JMK,B752,1
EDDM,AAL,A332,53
EDDM,SAA,A332,41
EDDM,SXD,B738,8
EDDM,SXD,A320,8
EDDM,LBT,A320,24
EDDM,NMA,A320,9
EDDM,FDX,B752,31
EDDM,ROJ,B737,2
EDDM,FEG,B738,10
EDDM,FHY,A320,29
EDDM,BUC,A320,18
EDDM,VQB,B738,6
EDDM,VMS,B738,14
EDDM,TWI,B734,19
EDDM,TWI,A332,1
EDDM,SDR,A320,6
EDDM,BCS,B752,5
EDDM,SHJ,A320,4
EDDM,AWC,B752,2
EDDM,AWC,B763,1
EDDM,BEE,DH8D,1
EDDM,HUA,A319,3
EDDM,KKK,A332,1
EDDM,KKK,A321,1
EDDM,TES,A319,1
EDDM,OLY,A321,8
EDDM,OLY,A320,5
EDDM,LLM,A320,2
EDDM,ANE,CRJX,1
EDDM,WIF,DH8D,1
EDDM,VPB,A332,1
EGKK,EZY,A319,5066
EGKK,EZY,A320,2311
EGKK,EZY,E190,40
EGKK,EZY,A321,1
EGKK,EJU,A320,891
EGKK,EJU,A319,514
EGKK,SHT,A319,220
EGKK,SHT,A320,151
EGKK,RYR,B738,549
EGKK,EIN,A320,315
EGKK,WZZ,A321,160
EGKK,WZZ,A320,64
EGKK,TOM,B738,934
EGKK,TOM,B752,253
EGKK,TOM,A320,169
EGKK,TOM,B763,6
EGKK,IBK,B738,1372
EGKK,IBK,A332,1
EGKK,VIR,B744,163
EGKK,VIR,A332,102
EGKK,THY,B738,161
EGKK,THY,A321,115
EGKK,BAW,A320,2421
EGKK,BAW,A319,1177
EGKK,AUI,B738,112
EGKK,RZO,A320,7
EGKK,RZO,B763,1
EGKK,TCX,A321,908
EGKK,TCX,A332,56
EGKK,TCX,B763,14
EGKK,TCX,B752,1
EGKK,VLG,A320,605
EGKK,VLG,A321,214
EGKK,VLG,A319,93
EGKK,AEA,B738,112
EGKK,AEA,A332,2
EGKK,TVS,B738,30
EGKK,TVS,B737,1
EGKK,TVS,A319,1
EGKK,WJA,B763,119
EGKK,WJA,B737,57
EGKK,MAC,A320,58
EGKK,FOO,A321,67
EGKK,FOO,A320,20
EGKK,NAX,B738,241
EGKK,EZS,A320,195
EGKK,EZS,A319,42
EGKK,ICE,B752,44
EGKK,NRS,A332,49
EGKK,NRS,B763,2
EGKK,TAP,A319,71
EGKK,TAP,E190,56
EGKK,TAP,A320,29
EGKK,TAP,A321,20
EGKK,TSC,A332,91
EGKK,RAM,B738,49
EGKK,RAM,B737,5
EGKK,RAM,B763,4
EGKK,IBS,A320,108
EGKK,IBS,A321,4
EGKK,ENT,B738,68
EGKK,IAW,A320,19
EGKK,AMC,A320,31
EGKK,AMC,A319,3
EGKK,TGZ,B738,12
EGKK,TGZ,E190,11
EGKK,TGZ,B737,1
EGKK,HFM,A319,2
EGKK,SDM,A319,53
EGKK,SDM,A320,3
EGKK,TAR,A320,19
EGKK,TAR,A319,4
EGKK,CTN,A320,18
EGKK,CTN,A319,1
EGKK,JAF,B738,3
EGKK,RWD,A332,11
EGKK,BRU,B738,8
EGKK,BRU,E190,1
EGKK,SHJ,A320,6
EGKK,BGH,A320,15
EGKK,BGH,B738,1
EGKK,CES,A332,5
EGKK,VKG,A321,1
EGKK,BLX,B752,1
EGKK,CRL,B763,1
EGKK,AWC,B752,3
EGKK,AWC,A320,1
EGKK,PVG,B763,1
EGKK,WUK,A321,1
EGKK,AFL,A321,2
EGKK,ANE,CRJX,2
EGKK,VPB,A332,1
EGKK,ZZZ,A320,2
EGKK,TES,A321,1
EGKK,GNJ,B752,2
LIRF,MSA,B734,83
LIRF,AZA,A320,5166
LIRF,AZA,A319,2410
LIRF,AZA,A321,1463
LIRF,AZA,A332,512
LIRF,AZA,E190,104
LIRF,AZA,B744,1
LIRF,EZY,A319,166
LIRF,EZY,A320,80
LIRF,EZY,E190,1
LIRF,ARG,A332,44
LIRF,BMS,B738,70
LIRF,BMS,B734,22
LIRF,DLH,A320,262
LIRF,DLH,A321,164
LIRF,DLH,A319,85
LIRF,DLH,B738,54
LIRF,DLH,E190,2
LIRF,IBE,A321,168
LIRF,IBE,A320,70
LIRF,IBE,A319,14
LIRF,KLM,B738,207
LIRF,KLM,B737,20
LIRF,AFR,A321,179
LIRF,AFR,A320,173
LIRF,AFR,A319,34
LIRF,AMC,A320,68
LIRF,AMC,A319,37
LIRF,BPA,B734,204
LIRF,BPA,B738,175
LIRF,BPA,B763,35
LIRF,LGL,B737,35
LIRF,LGL,B738,15
LIRF,LGL,DH8D,11
LIRF,AFL,A320,227
LIRF,AFL,B738,31
LIRF,AFL,A321,22
LIRF,ISS,E190,216
LIRF,ISS,B738,142
LIRF,ISS,B737,109
LIRF,ISS,A332,9
LIRF,WZZ,A321,113
LIRF,WZZ,A320,82
LIRF,VLG,A320,1809
LIRF,VLG,A321,147
LIRF,VLG,A319,1
LIRF,BAW,A319,132
LIRF,BAW,A321,107
LIRF,BAW,A320,91
LIRF,IBK,B738,118
LIRF,IBK,B734,28
LIRF,EJU,A320,322
LIRF,EJU,A319,214
LIRF,SWR,A320,81
LIRF,SWR,A321,48
LIRF,SWR,A319,35
LIRF,CSN,A332,47
LIRF,THY,A321,101
LIRF,THY,A320,69
LIRF,THY,B738,54
LIRF,THY,A332,38
LIRF,THY,A319,1
LIRF,THY,B737,1
LIRF,DAL,B763,56
LIRF,SBI,A320,53
LIRF,SBI,A321,3
LIRF,TSC,A332,96
LIRF,ERN,A319,84
LIRF,ERN,A320,11
LIRF,AEE,A321,113
LIRF,AEE,A320,31
LIRF,UAL,B763,56
LIRF,RYR,B738,1489
LIRF,TAP,A319,103
LIRF,TAP,A320,83
LIRF,TAP,A321,19
LIRF,TAP,A332,6
LIRF,EWG,A320,186
LIRF,EWG,A319,158
LIRF,NOS,B738,99
LIRF,NOS,B763,5
LIRF,NOS,B744,2
LIRF,NOS,B734,2
LIRF,TAM,B763,54
LIRF,NAX,B738,153
LIRF,NAX,B763,20
LIRF,NAX,A320,13
LIRF,LMU,A320,9
LIRF,LMU,A332,4
LIRF,EZS,A319,64
LIRF,EZS,A320,43
LIRF,ASL,A319,32
LIRF,ASL,A320,22
LIRF,LDM,A320,96
LIRF,SVA,A320,56
LIRF,SVA,B737,1
LIRF,CSC,A332,21
LIRF,RAM,B738,42
LIRF,RAM,B737,21
LIRF,RAM,E190,6
LIRF,FIN,A321,91
LIRF,FIN,A319,24
LIRF,FIN,E190,11
LIRF,FIN,A320,9
LIRF,LZB,A319,15
LIRF,LZB,E190,9
LIRF,TVF,B738,17
LIRF,ELY,B738,19
LIRF,LAV,B734,31
LIRF,LAV,B738,11
LIRF,MSR,B738,116
LIRF,MSR,A332,2
LIRF,CTN,DH8D,80
LIRF,CCA,A332,24
LIRF,SVR,A321,32
LIRF,SVR,A320,8
LIRF,CFE,E190,45
LIRF,TRA,B737,18
LIRF,TRA,B738,2
LIRF,SAS,B738,49
LIRF,SAS,A321,28
LIRF,SAS,A320,28
LIRF,SAS,B737,21
LIRF,SAS,A319,13
LIRF,BEL,A319,88
LIRF,BEL,A320,67
LIRF,TAR,A320,35
LIRF,TAR,A319,13
LIRF,EIN,A320,87
LIRF,EIN,A321,23
LIRF,EIN,B752,1
LIRF,AEA,B738,157
LIRF,AEA,A332,4
LIRF,PBD,B738,24
LIRF,QTR,A332,2
LIRF,BRU,B738,6
LIRF,MSC,A320,20
LIRF,MSC,B738,4
LIRF,ABR,AT43,19
LIRF,EXS,B738,131
LIRF,EXS,A321,6
LIRF,EXS,B752,1
LIRF,MEA,A320,56
LIRF,CSA,B738,32
LIRF,CSA,B737,21
LIRF,CSA,A319,3
LIRF,CSA,B734,1
LIRF,PGT,B738,53
LIRF,PGT,A320,26
LIRF,DAH,B737,10
LIRF,DAH,B738,3
LIRF,KAC,A332,32
LIRF,TDR,A320,16
LIRF,AUI,B738,101
LIRF,AUI,B763,1
LIRF,AUI,A320,1
LIRF,SDM,A320,70
LIRF,SDM,A319,10
LIRF,FOO,A321,102
LIRF,RJA,A319,21
LIRF,RJA,A320,14
LIRF,RJA,E190,6
LIRF,RJA,A321,2
LIRF,TCV,B752,20
LIRF,MLD,A319,30
LIRF,MLD,A320,12
LIRF,MLD,E190,3
LIRF,MLD,A321,2
LIRF,ZZZ,B738,3
LIRF,ZZZ,A319,2
LIRF,ZZZ,B752,1
LIRF,ZZZ,B737,1
LIRF,CHH,A332,1
LIRF,HOP,E190,34
LIRF,HOP,CRJX,22
LIRF,HOP,A320,11
LIRF,HOP,A319,4
LIRF,FHY,A320,9
LIRF,NMA,A319,8
LIRF,KKK,A321,2
LIRF,MAC,A320,8
LIRF,HAT,B734,7
LIRF,ROT,B737,40
LIRF,ETA,B763,3
LIRF,UZB,B752,8
LIRF,UZB,B763,5
LIRF,ENT,B738,1
LIRF,AAL,A332,2
LIRF,AAL,B763,1
LIRF,HFM,A319,1
LIRF,ETH,DH8D,1
LIRF,HFY,A332,1
LIRF,KLJ,A319,1
EIDW,RYR,B738,7149
EIDW,RYR,B737,9
EIDW,CFE,E190,117
EIDW,DLH,A321,224
EIDW,DLH,A320,179
EIDW,DLH,A319,8
EIDW,UPS,B763,75
EIDW,BAW,A319,162
EIDW,BAW,A320,106
EIDW,BAW,A321,72
EIDW,EIN,A320,4255
EIDW,EIN,A321,330
EIDW,EIN,A332,264
EIDW,EIN,B752,136
EIDW,STK,AT76,1469
EIDW,FIN,A319,38
EIDW,FIN,E190,18
EIDW,FIN,A320,15
EIDW,FIN,A321,9
EIDW,UAL,B752,114
EIDW,TOM,B738,206
EIDW,TOM,B752,3
EIDW,TOM,B737,1
EIDW,SAS,A320,34
EIDW,SAS,B737,27
EIDW,SAS,B738,18
EIDW,SAS,A321,9
EIDW,SAS,A319,3
EIDW,NAX,B738,59
EIDW,NAX,A320,4
EIDW,THY,B738,31
EIDW,THY,A321,31
EIDW,THY,A332,1
EIDW,VLG,A320,47
EIDW,ICE,B752,65
EIDW,ICE,DH8D,6
EIDW,TAP,A319,47
EIDW,TAP,A320,45
EIDW,TAP,E190,1
EIDW,ZZZ,B752,6
EIDW,ZZZ,AT76,1
EIDW,AFR,A320,70
EIDW,AFR,A319,41
EIDW,AFR,B744,3
EIDW,SXS,B738,13
EIDW,MLD,A319,25
EIDW,MLD,A320,24
EIDW,MLD,A321,7
EIDW,MLD,B738,1
EIDW,IBK,B738,85
EIDW,IBK,B734,1
EIDW,NOS,B738,8
EIDW,BEE,DH8D,219
EIDW,KLM,E190,162
EIDW,IBS,A320,111
EIDW,IBS,A321,3
EIDW,SWR,A321,57
EIDW,SWR,A320,10
EIDW,LDM,A320,57
EIDW,EWG,A320,46
EIDW,EWG,A319,43
EIDW,LAV,B738,26
EIDW,LAV,B734,13
EIDW,DAL,B763,56
EIDW,AFL,A320,55
EIDW,AFL,B738,1
EIDW,WJA,B737,49
EIDW,FIA,A319,9
EIDW,FIA,A320,9
EIDW,AAL,A332,107
EIDW,TVF,B738,39
EIDW,TVF,A320,2
EIDW,BMS,B738,73
EIDW,BMS,B734,7
EIDW,RSY,A332,1
EIDW,LGL,DH8D,25
EIDW,LGL,B737,22
EIDW,LGL,B738,10
EIDW,FDX,B763,32
EIDW,ROU,B763,12
EIDW,TVS,B738,8
EIDW,CTN,A319,25
EIDW,SBI,A320,8
EIDW,MAC,A320,10
EIDW,TAY,B734,40
EIDW,AEE,A320,32
EIDW,BBD,B734,39
EIDW,RDN,B737,1
EIDW,ABR,B738,8
EIDW,ABR,B752,1
EIDW,BCS,B734,7
EIDW,BCS,B752,1
EIDW,IBE,A320,1
EIDW,TRA,B738,1
EIDW,DTR,AT76,5
EIDW,CRL,B744,1
EIDW,ENT,B738,3
EIDW,MLH,A320,1
EIDW,AHY,A319,3
EIDW,EXS,B738,1
EIDW,FPO,B737,2
EIDW,AZI,E190,3
EIDW,CRV,A319,1
EIDW,TSC,A332,1
EIDW,ANE,CRJX,2
EIDW,SWG,B738,4
EIDW,TVP,B738,1
EIDW,ETD,A332,1
EIDW,FAH,B734,1
EIDW,SPA,B737,1
EIDW,SSG,A319,1
LFPO,AFR,A320,1223
LFPO,AFR,CRJX,1154
LFPO,AFR,A319,950
LFPO,AFR,A321,748
LFPO,AFR,AT76,225
LFPO,AFR,E190,1
LFPO,TAP,A319,258
LFPO,TAP,A320,205
LFPO,TAP,A321,46
LFPO,TAP,A332,5
LFPO,TAP,E190,2
LFPO,DAH,B738,348
LFPO,DAH,A332,113
LFPO,VLG,A321,771
LFPO,VLG,A320,509
LFPO,VLG,A319,109
LFPO,TVF,B738,3328
LFPO,TVF,A319,116
LFPO,TVF,A320,81
LFPO,TVF,B763,8
LFPO,TVF,B752,5
LFPO,TVF,B734,5
LFPO,TVF,B737,1
LFPO,IBE,A320,135
LFPO,IBE,A321,112
LFPO,IBE,A319,71
LFPO,EJU,A320,1276
LFPO,EJU,A319,54
LFPO,CCM,A320,626
LFPO,CCM,A321,2
LFPO,AZA,E190,58
LFPO,AZA,A319,1
LFPO,RAM,B738,531
LFPO,RAM,A320,138
LFPO,RAM,B763,47
LFPO,RAM,B737,9
LFPO,CRL,B744,127
LFPO,CRL,A332,106
LFPO,CRL,B763,1
LFPO,FWI,A332,69
LFPO,TAR,A320,129
LFPO,TAR,A332,78
LFPO,TAR,A319,5
LFPO,JAF,B738,163
LFPO,JAF,B737,9
LFPO,AEA,B738,206
LFPO,AEA,A332,11
LFPO,AEA,B752,1
LFPO,AAF,A320,673
LFPO,AAF,A332,74
LFPO,AAF,B734,15
LFPO,AAF,A319,7
LFPO,DJT,B752,33
LFPO,TRA,B738,23
LFPO,TRA,B737,1
LFPO,SDM,B738,56
LFPO,PGT,B738,47
LFPO,PGT,A320,26
LFPO,EZS,A320,47
LFPO,EZS,A319,7
LFPO,IBK,B738,86
LFPO,IBK,B734,2
LFPO,AMC,A320,62
LFPO,AMC,A319,5
LFPO,HOP,AT76,7
LFPO,HOP,CRJX,7
LFPO,HOP,E190,4
LFPO,NAX,B738,23
LFPO,BOS,A332,109
LFPO,SEJ,B738,2
LFPO,REU,A332,5
LFPO,QAF,A332,3
LFPO,QAF,A320,2
LFPO,BAH,B744,2
LFPO,BAH,B738,1
LFPO,ZZZ,A319,1
LFPO,ZZZ,B738,1
LFPO,HZS,A332,1
LFPO,CAJ,A332,3
LFPO,CTM,A332,2
LFPO,VAI,A332,1
LFPO,LJU,A320,1
LFPO,FAC,B737,1
LFPO,HFM,A319,3
LFPO,LAV,B734,1
LFPO,FVF,A320,2
LFPO,TES,A320,2
LFPO,PAT,B763,1
LOWW,VLG,A320,167
LOWW,VLG,A319,1
LOWW,VLG,A321,1
LOWW,AUA,A320,3680
LOWW,AUA,DH8D,1961
LOWW,AUA,A319,1127
LOWW,AUA,A321,878
LOWW,AUA,B763,316
LOWW,LOT,DH8D,20
LOWW,LOT,B734,10
LOWW,LOT,B738,4
LOWW,LOT,E190,3
LOWW,LOT,A319,1
LOWW,WZZ,A321,660
LOWW,WZZ,A320,307
LOWW,SDM,A319,40
LOWW,IBE,A320,108
LOWW,IBE,A319,45
LOWW,IBE,A321,2
LOWW,EWG,A319,962
LOWW,EWG,A320,779
LOWW,EWG,B738,40
LOWW,EWG,DH8D,8
LOWW,DLH,A320,132
LOWW,DLH,A321,93
LOWW,DLH,A319,39
LOWW,EJU,A319,249
LOWW,EJU,A320,101
LOWW,FOO,A321,354
LOWW,FOO,A320,133
LOWW,MLD,A319,13
LOWW,MLD,E190,3
LOWW,BAW,A320,270
LOWW,BAW,A321,2
LOWW,LDM,A320,1336
LOWW,LDM,B738,2
LOWW,KLM,B738,124
LOWW,KLM,B737,86
LOWW,KLM,E190,9
LOWW,AFR,A319,64
LOWW,AFR,A320,50
LOWW,AFR,A321,35
LOWW,TAY,B738,19
LOWW,TAY,B734,14
LOWW,AMC,A320,75
LOWW,AMC,A319,5
LOWW,BEL,A319,103
LOWW,BEL,A320,23
LOWW,SXS,B738,196
LOWW,SXS,A320,73
LOWW,SXS,A332,4
LOWW,FIN,A321,70
LOWW,FIN,A320,23
LOWW,FIN,A319,19
LOWW,FIN,E190,2
LOWW,QTR,A320,11
LOWW,QTR,A321,1
LOWW,THY,A321,182
LOWW,THY,A320,63
LOWW,THY,A332,35
LOWW,THY,B738,34
LOWW,THY,B744,3
LOWW,THY,A319,2
LOWW,FDX,B752,106
LOWW,SWR,A320,178
LOWW,SWR,A321,42
LOWW,SWR,E190,40
LOWW,SWR,A319,7
LOWW,TAR,A320,31
LOWW,TAR,A319,1
LOWW,TAR,A332,1
LOWW,EZY,A319,101
LOWW,EZY,A320,69
LOWW,EZY,E190,3
LOWW,ROT,B737,47
LOWW,ROT,B738,7
LOWW,MSR,B738,56
LOWW,EIN,A320,56
LOWW,TAP,A320,32
LOWW,TAP,A321,29
LOWW,TAP,A332,12
LOWW,TAP,A319,2
LOWW,AAR,B744,49
LOWW,LGL,DH8D,169
LOWW,LGL,B737,16
LOWW,LGL,B738,5
LOWW,CTN,DH8D,130
LOWW,CTN,A320,1
LOWW,ELY,B738,58
LOWW,AFL,A320,96
LOWW,AFL,B738,72
LOWW,AFL,A321,54
LOWW,UPS,B763,39
LOWW,UTA,B738,2
LOWW,EZS,A320,71
LOWW,EZS,A319,23
LOWW,AZG,B744,9
LOWW,TTT,B738,1
LOWW,TRA,B737,19
LOWW,TRA,B738,1
LOWW,KAC,A320,24
LOWW,VOE,A319,24
LOWW,AEE,A320,72
LOWW,PGT,B738,69
LOWW,PGT,A320,37
LOWW,DAH,B737,26
LOWW,DAH,B738,6
LOWW,BUC,A320,16
LOWW,LBT,A320,29
LOWW,LBT,A321,1
LOWW,NAX,B738,32
LOWW,JAF,B738,1
LOWW,ZZZ,B737,2
LOWW,ZZZ,B738,1
LOWW,ZZZ,A321,1
LOWW,SVA,A320,38
LOWW,AUI,E190,74
LOWW,AUI,B738,1
LOWW,RJA,E190,21
LOWW,RJA,A319,8
LOWW,RJA,A320,2
LOWW,TVF,B738,5
LOWW,TGZ,E190,24
LOWW,BTI,DH8D,2
LOWW,FEG,B738,17
LOWW,FEG,B737,6
LOWW,ADR,A319,8
LOWW,ENT,B738,10
LOWW,KNE,A320,16
LOWW,FHY,A320,3
LOWW,FHY,A332,3
LOWW,FHY,B738,1
LOWW,LZB,E190,24
LOWW,LZB,A319,3
LOWW,RAM,B737,11
